fruitMaint,leafMaint,rootMaint,stemMaint,NO3UptakeVm,NO3UptakeVmLow,NO3UptakeKm,NO3UptakeKmLow,nitrateConc,Pmax0,LbInit,RbInit,SbInit,temperatureThrsh,temperatureAverageDaily,temperatureBaseline,photoperiod,leafLifeSpan,leafGrowthDuration,LeafAreatoBiomassVeg,LeafAreatoBiomassRep,gL,gR,gS,stemGrowthDuration,leafVarA,leafVarB,leafVarC,stemVarA,stemVarB,stemVarC,fruitVarA,fruitVarB,fruitVarC,m,k,CotArea,CotAge,InitDAS,floweringTime,fruitNumberPhyt10,fruitNumberPhyt13,fruitRipenedAge,fruitMassAtAnthesis
1.079026145,3.237078434,1.079026145,1.618539217,133.44,4.51,0.16,0.043,14,320,0.001371874,0.002468751,0.001150125,33.44481605,23.9,10,16,35,27,0.036919917,0.027995305,0.983,1,1.2157,29,0.56457336,6.41252517,0.39670445,0.56020038,6.86973208,0.44142606,2.31123332,0.31840775,38.62930268,0.1,0.792,0.000746293,57,12,9,7.37,9.12,60,0.00025
