Cellulose_b,DPA,L_1_PHOSPHATIDYL_ETHANOLAMINE_r,L_PHOSPHATIDATE_p,PHOSPHATIDYL_CHOLINE_r,Starch_b,pALA_b,pARG_b,pASN_b,pASP_b,pCYS_b,pGLN_b,pGLU_b,pGLY_b,pHIS_b,pILE_b,pLEU_b,pLYS_b,pMET_b,pPHE_b,pPRO_b,pSER_b,pTHR_b,pTRP_b,pTYR_b,pVAL_b,sALA_b,sASN_b,sASP_b,sCIT_b,sFRUCTOSE_6P_b,sFRU_b,sFUM_b,sGABA_b,sGLC_b,sGLN_b,sGLU_b,sGLY_b,sILE_b,sLYS_b,sMALTOSE_b,sMAL_b,sMET_b,sPHE_b,sPRO_b,sPYRUVATE_b,sSER_b,sSUCROSE_b,sTHR_b,sTRP_b,sTYR_b,sVAL_b
0.113878731,21,0.002412778,0.003305417,0.003119819,0.00167018,0.000289203,0.000235889,0.000147368,0.000486867,0.000357103,0.000137309,0.000263552,0.000296748,0.000260534,0.000172013,5.53E-06,0.000443109,0.000162457,0.000236895,0.000230357,0.000425003,0.000314351,0.000129764,0.00023941,0.000196155,0.138899099,0.558732821,2.98E-05,4.319116457,0.052885063,93.01706456,0.017046238,6.42697238,111.1307492,32.03462488,18.89691838,0.027513487,0.102828355,0.231853952,0.03379599,10.19219887,0.014550667,0.22358122,0.003389428,0.168282499,1.407280857,1.354465932,0.107877439,0.019255518,0.278029745,0.391644476
0.118488077,22,0.002510558,0.003439372,0.003246252,0.001514302,0.000306658,0.000250127,0.000156262,0.000516253,0.000378656,0.000145596,0.000279459,0.000314658,0.000276259,0.000182395,5.87E-06,0.000469854,0.000172262,0.000251193,0.00024426,0.000450654,0.000333324,0.000137596,0.00025386,0.000207994,0.137463848,0.609687887,4.86E-05,5.029839749,0.054879458,116.0783573,0.019365239,9.296407427,134.5373835,35.45803687,20.69192595,0.044179235,0.16402147,0.246672826,0.041024224,11.53456844,0.01645558,0.353467771,0.005473195,0.189219008,1.598961171,1.773025261,0.169113712,0.020692567,0.428523594,0.42881702
0.122000001,23,0.002585082,0.003541467,0.003342615,0.001332123,0.000321669,0.00026237,0.000163911,0.000541523,0.000397192,0.000152723,0.000293139,0.000330061,0.000289782,0.000191323,6.15E-06,0.000492853,0.000180694,0.000263489,0.000256217,0.000472714,0.00034964,0.000144332,0.000266286,0.000218176,0.134578593,0.663963461,7.92E-05,5.831561262,0.056549462,143.8460083,0.021857394,13.22890116,161.8072417,39.11257756,22.59757392,0.070298509,0.258248185,0.262325232,0.049711036,12.90593468,0.018602163,0.548761094,0.008787929,0.211912089,1.809605723,2.30092863,0.26326103,0.022229714,0.639739589,0.463324294
0.124203059,24,0.002631866,0.00360556,0.003403109,0.001128361,0.000333351,0.000271898,0.000169864,0.000561189,0.000411616,0.000158269,0.000303784,0.000342047,0.000300305,0.000198271,6.38E-06,0.000510751,0.000187256,0.000273058,0.000265521,0.000489881,0.000362338,0.000149573,0.000275956,0.000226099,0.130430637,0.721500945,0.000129055,6.726358256,0.057873805,176.7161267,0.024507052,18.39273258,193.0731477,42.98046702,24.60752544,0.110256873,0.398375547,0.278842418,0.060106312,14.27700023,0.021018909,0.828346346,0.013982066,0.236328762,2.038889761,2.952682834,0.405383293,0.023872799,0.910810793,0.49396754
0.124932959,25,0.002647427,0.003626877,0.003423229,0.000908326,0.00034091,0.000278064,0.000173716,0.000573915,0.00042095,0.000161858,0.000310673,0.000349803,0.000307116,0.000202767,6.52E-06,0.000522334,0.000191503,0.00027925,0.000271542,0.00050099,0.000370555,0.000152965,0.000282214,0.000231226,0.125248786,0.78217511,0.000210316,7.712534009,0.058839282,214.7966903,0.027291758,24.7615084,228.2198017,47.03444847,26.71208441,0.169065088,0.59550529,0.29625456,0.072485823,15.61487065,0.023737059,1.198623841,0.021926172,0.262390244,2.28571588,3.734909454,0.613867455,0.025627821,1.2124524,0.519582479
0.124092397,26,0.002629698,0.00360259,0.003400305,0.000677669,0.000343738,0.000280371,0.000175157,0.000578675,0.000424442,0.000163201,0.00031325,0.000352705,0.000309663,0.000204449,6.58E-06,0.000526666,0.000193091,0.000281566,0.000273795,0.000505145,0.000373628,0.000154234,0.000284555,0.000233144,0.119291327,0.845783578,0.000342743,8.783321885,0.059441031,257.7259639,0.030181713,31.9244574,266.7776107,51.23664792,28.89778595,0.250439471,0.849442824,0.314590355,0.08714771,16.88402647,0.026790694,1.631976714,0.033612861,0.289964232,2.548037234,4.639216483,0.906352809,0.027500911,1.476585083,0.539094249
0.121665383,27,0.002578339,0.003532229,0.003333896,0.000442128,0.000341485,0.000278533,0.000174009,0.000574883,0.00042166,0.000162131,0.000311197,0.000350393,0.000307633,0.000203109,6.53E-06,0.000523214,0.000191826,0.000279721,0.000272,0.000501835,0.000371179,0.000153223,0.00028269,0.000231616,0.112833986,0.912036709,0.000558552,9.925573046,0.059682519,304.4730923,0.033139425,38.93377653,307.8192335,55.53776333,31.14706149,0.352552651,1.133719901,0.333876571,0.104406137,18.04751248,0.03021676,2.04616499,0.04977316,0.318857354,2.822696332,5.633895344,1.289281893,0.029498291,1.614412389,0.551570176
0.117722984,28,0.002494854,0.003417858,0.003225946,0.000207287,0.000334114,0.000272521,0.000170253,0.000562474,0.000412558,0.000158632,0.00030448,0.00034283,0.000300993,0.000198725,6.39E-06,0.000511921,0.000187685,0.000273683,0.000266129,0.000491003,0.000363168,0.000149916,0.000276588,0.000226617,0.106158727,0.980548552,0.000910244,11.11861832,0.059575272,353.1692734,0.036119583,44.3786274,349.8859784,59.87675545,33.43802078,0.462119879,1.385309959,0.35413754,0.124581392,19.0682912,0.034055029,2.31476047,0.070030417,0.348808132,3.105304363,6.657106887,1.739735584,0.03162624,1.569231305,0.556266914
0.112418852,29,0.002382498,0.003263935,0.003080666,-2.16E-05,0.000321912,0.000262569,0.000164035,0.000541933,0.000397492,0.000152838,0.00029336,0.00033031,0.000290001,0.000191468,6.16E-06,0.000493226,0.000180831,0.000263688,0.00025641,0.000473071,0.000349905,0.000144441,0.000266488,0.000218341,0.099544067,1.050829608,0.001483371,12.3335662,0.059138364,401.0461187,0.039069207,46.84228958,390.9804998,64.18121721,35.7443974,0.55193052,1.52046404,0.375394604,0.147985629,19.91069371,0.038347941,2.331924474,0.091728743,0.379480899,3.39019119,7.616111624,2.186943603,0.033891034,1.36039627,0.552668909
0.105974929,30,0.002245975,0.003076904,0.002904137,-0.000239954,0.000305462,0.00024915,0.000155653,0.000514238,0.000377179,0.000145028,0.000278368,0.00031343,0.000275181,0.000181683,5.84E-06,0.00046802,0.00017159,0.000250213,0.000243307,0.000448896,0.000332023,0.000137059,0.000252869,0.000207183,0.093257394,1.122282301,0.002417344,13.53334594,0.058397712,444.570246,0.041928122,45.5935167,428.6631528,68.36858081,38.03570361,0.59016716,1.483805237,0.397665505,0.174903552,20.54189105,0.043140316,2.090273983,0.109457382,0.410461161,3.670458034,8.397493045,2.515773932,0.036298891,1.067582631,0.540515682
0.098659746,31,0.002090977,0.002864562,0.002703717,-0.000443673,0.00028557,0.000232926,0.000145517,0.000480751,0.000352617,0.000135584,0.000260242,0.00029302,0.000257262,0.000169852,5.46E-06,0.000437543,0.000160416,0.000233919,0.000227463,0.000419664,0.000310403,0.000128134,0.000236403,0.000193691,0.08754957,1.194200064,0.003939323,14.6737951,0.057385211,479.836102,0.044629775,41.00991832,460.2746209,72.34827349,40.27763536,0.560783031,1.291055423,0.420963728,0.205567448,20.93330563,0.04847889,1.686913234,0.116921667,0.441252923,3.938161061,8.890095825,2.614197193,0.038855895,0.774502138,0.519816311
0.090763089,32,0.001923645,0.002635323,0.00248735,-0.000629547,0.000263185,0.000214667,0.00013411,0.000443065,0.000324976,0.000124955,0.000239841,0.00027005,0.000237095,0.000156538,5.03E-06,0.000403244,0.000147841,0.000215582,0.000209632,0.000386767,0.00028607,0.00011809,0.000217871,0.000178508,0.082651943,1.265770965,0.006419422,15.70599395,0.056137763,503.1979042,0.047102424,34.35430551,483.2738684,76.02485382,42.43275676,0.476240465,1.016235134,0.445297788,0.240126269,21.0618832,0.054411626,1.250253159,0.110986676,0.471278559,4.184642901,9.015271521,2.444300928,0.041567916,0.530593151,0.490850353
